,t_s,Ewe_V,I_A,Cycle
0,0.0010000000474974513,0.00025122109218500555,-5.0862754505942576e-06,0.0
1,0.0020000000949949026,0.0004263845330569893,-3.96958967030514e-06,0.0
2,0.003000000026077032,0.0005848656874150038,-4.527930741460295e-06,0.0
3,0.004000000189989805,0.0007850525435060263,-5.365443939808756e-06,0.0
4,0.005000000353902578,0.0010519683128222823,-4.248758159519639e-06,0.0
5,0.006000000052154064,0.0011937671806663275,-3.6904132230120013e-06,0.0
6,0.007000000216066837,0.001402295078150928,-4.807102868653601e-06,0.0
7,0.00800000037997961,0.0016275052912533283,-4.527930741460295e-06,0.0
8,0.009000000543892384,0.0018527155043557286,-3.96958967030514e-06,0.0
9,0.010000000707805157,0.0020195376127958298,-4.248758159519639e-06,0.0
10,0.01100000087171793,0.002228065626695752,-2.0153902369202115e-06,0.0
11,0.012000000104308128,0.002403229009360075,-4.248758159519639e-06,0.0
12,0.013000000268220901,0.002628439338877797,-3.4112485991499852e-06,0.0
13,0.014000000432133675,0.00280360272154212,-4.527930741460295e-06,0.0
14,0.015000000596046448,0.0030454949010163546,-3.6904132230120013e-06,0.0
15,0.01600000075995922,0.0032206582836806774,-3.6904132230120013e-06,0.0
16,0.017000000923871994,0.0034291865304112434,-3.132076244583004e-06,0.0
17,0.018000001087784767,0.003637714311480522,-3.4112485991499852e-06,0.0
18,0.01900000125169754,0.0038212183862924576,-3.4112485991499852e-06,0.0
19,0.020000001415610313,0.004063111264258623,-4.527930741460295e-06,0.0
20,0.021000001579523087,0.004238274414092302,-1.7362177686663927e-06,0.0
21,0.02200000174343586,0.004430120810866356,-3.6904132230120013e-06,0.0
22,0.023000001907348633,0.004613624885678291,-3.6904132230120013e-06,0.0
23,0.024000000208616257,0.004863858688622713,-2.2945625914871925e-06,0.0
24,0.02500000037252903,0.005013998597860336,-2.573735173427849e-06,0.0
25,0.026000000536441803,0.005214185453951359,-4.527930741460295e-06,0.0
26,0.027000000700354576,0.005414372310042381,-2.8529036626423476e-06,0.0
27,0.02800000086426735,0.005597876850515604,-3.132076244583004e-06,0.0
28,0.029000001028180122,0.005798063240945339,-4.248758159519639e-06,0.0
29,0.030000001192092896,0.006056637968868017,-3.6904132230120013e-06,0.0
30,0.03100000135600567,0.006256824359297752,-3.4112485991499852e-06,0.0
31,0.03200000151991844,0.006381941493600607,-3.4112485991499852e-06,0.0
32,0.032999999821186066,0.006657198071479797,-2.0153902369202115e-06,0.0
33,0.03400000184774399,0.006807337980717421,-1.7362177686663927e-06,0.0
34,0.03500000014901161,0.006999184377491474,-2.573735173427849e-06,0.0
35,0.036000002175569534,0.007216053083539009,-1.7362177686663927e-06,0.0
36,0.03700000047683716,0.007424581330269575,-2.2945625914871925e-06,0.0
37,0.03800000250339508,0.007658132817596197,-3.4112485991499852e-06,0.0
38,0.039000000804662704,0.00784163735806942,-1.4570491657650564e-06,0.0
39,0.04000000283122063,0.008000118657946587,-1.1778766975112376e-06,0.0
40,0.04100000113248825,0.00816694088280201,-2.8529036626423476e-06,0.0
41,0.04200000315904617,0.008450539782643318,-2.573735173427849e-06,0.0
42,0.0430000014603138,0.008625702932476997,-2.573735173427849e-06,0.0
43,0.04400000348687172,0.008859253488481045,-3.96958967030514e-06,0.0
44,0.04500000178813934,0.009017734788358212,-2.2945625914871925e-06,0.0
45,0.046000003814697266,0.009226263500750065,-3.4112485991499852e-06,0.0
46,0.04700000211596489,0.009434790350496769,-2.2945625914871925e-06,0.0
47,0.04800000041723251,0.00959327258169651,-3.4112485991499852e-06,0.0
48,0.049000002443790436,0.009810141287744045,-3.4112485991499852e-06,0.0
49,0.05000000074505806,0.01002700999379158,-2.0153902369202115e-06,0.0
50,0.05100000277161598,0.010193832218647003,-1.7362177686663927e-06,0.0
51,0.052000001072883606,0.010435724630951881,-3.96958967030514e-06,0.0
52,0.05300000309944153,0.010619228705763817,-4.527930741460295e-06,0.0
53,0.05400000140070915,0.010836098343133926,-2.8529036626423476e-06,0.0
54,0.055000003427267075,0.011044626124203205,-5.0862754505942576e-06,0.0
55,0.0560000017285347,0.011203107424080372,-3.96958967030514e-06,0.0
56,0.05700000375509262,0.011411634273827076,-3.96958967030514e-06,0.0
57,0.058000002056360245,0.011611822061240673,-3.4112485991499852e-06,0.0
58,0.05900000408291817,0.01180366799235344,-3.132076244583004e-06,0.0
59,0.06000000238418579,0.012028878554701805,-3.96958967030514e-06,0.0
60,0.06100000441074371,0.012170677073299885,-3.4112485991499852e-06,0.0
61,0.06200000271201134,0.01242091041058302,-3.132076244583004e-06,0.0
62,0.06300000101327896,0.012596073560416698,-4.807102868653601e-06,0.0
63,0.06400000303983688,0.012812943197786808,-3.96958967030514e-06,0.0
64,0.0650000050663948,0.013004788197577,-2.573735173427849e-06,0.0
65,0.06599999964237213,0.013196634128689766,-3.6904132230120013e-06,0.0
66,0.06700000166893005,0.013446868397295475,-3.96958967030514e-06,0.0
67,0.06800000369548798,0.013622031547129154,-3.132076244583004e-06,0.0
68,0.0690000057220459,0.013830558396875858,-4.248758159519639e-06,0.0
69,0.07000000029802322,0.014005722478032112,-3.132076244583004e-06,0.0
70,0.07100000232458115,0.01424761489033699,-3.132076244583004e-06,0.0
71,0.07200000435113907,0.014456142671406269,-2.573735173427849e-06,0.0
72,0.07300000637769699,0.014622964896261692,-2.8529036626423476e-06,0.0
73,0.07400000095367432,0.014839834533631802,-3.6904132230120013e-06,0.0
74,0.07500000298023224,0.015023338608443737,-3.96958967030514e-06,0.0
75,0.07600000500679016,0.015206842683255672,-3.4112485991499852e-06,0.0
76,0.07700000703334808,0.015440396033227444,-2.2945625914871925e-06,0.0
77,0.07800000160932541,0.015590536408126354,-2.2945625914871925e-06,0.0
78,0.07900000363588333,0.015840766951441765,-3.132076244583004e-06,0.0
79,0.08000000566244125,0.0160242710262537,-2.2945625914871925e-06,0.0
80,0.08100000023841858,0.016191095113754272,-2.2945625914871925e-06,0.0
81,0.0820000022649765,0.01641630381345749,-1.7362177686663927e-06,0.0
82,0.08300000429153442,0.016624832525849342,-2.0153902369202115e-06,0.0
83,0.08400000631809235,0.016833359375596046,-2.2945625914871925e-06,0.0
84,0.08500000089406967,0.017008522525429726,-8.98708208296739e-07,0.0
85,0.0860000029206276,0.017217053100466728,-2.0153902369202115e-06,0.0
86,0.08700000494718552,0.017425579950213432,-2.573735173427849e-06,0.0
87,0.08800000697374344,0.017609084025025368,-2.0153902369202115e-06,0.0
88,0.08900000154972076,0.017792589962482452,-2.573735173427849e-06,0.0
89,0.09000000357627869,0.017984433099627495,-2.573735173427849e-06,0.0
90,0.09100000560283661,0.018201304599642754,-3.4112485991499852e-06,0.0
91,0.09200000762939453,0.018368124961853027,-1.4570491657650564e-06,0.0
92,0.09300000220537186,0.01860167644917965,-2.573735173427849e-06,0.0
93,0.09400000423192978,0.01883522793650627,-2.2945625914871925e-06,0.0
94,0.0950000062584877,0.01901039108633995,-8.98708208296739e-07,0.0
95,0.09600000083446503,0.019193897023797035,-1.1778766975112376e-06,0.0
96,0.09700000286102295,0.019452469423413277,-2.2945625914871925e-06,0.0
97,0.09800000488758087,0.019602611660957336,-3.4112485991499852e-06,0.0
98,0.0990000069141388,0.01983616128563881,-8.98708208296739e-07,0.0
99,0.10000000149011612,0.020019667223095894,-2.2945625914871925e-06,0.0
100,0.10100000351667404,0.02017814852297306,-6.195357400429202e-07,0.0
101,0.10200000554323196,0.020411698147654533,-8.98708208296739e-07,0.0
102,0.10300000756978989,0.020620226860046387,-2.2945625914871925e-06,0.0
103,0.10400000214576721,0.020778708159923553,-2.573735173427849e-06,0.0
104,0.10500000417232513,0.021037282422184944,-1.4570491657650564e-06,0.0
105,0.10600000619888306,0.021187422797083855,-2.0153902369202115e-06,0.0
106,0.10700000822544098,0.021395951509475708,-3.403632717891014e-07,0.0
107,0.1080000028014183,0.021596137434244156,-2.0153902369202115e-06,0.0
108,0.10900000482797623,0.02182134799659252,-1.4570491657650564e-06,0.0
109,0.11000000685453415,0.0219965111464262,-1.7362177686663927e-06,0.0
110,0.11100000888109207,0.022221721708774567,-1.7362177686663927e-06,0.0
111,0.1120000034570694,0.022446932271122932,2.1797772831178008e-07,0.0
112,0.11300000548362732,0.0226054135710001,-1.4570491657650564e-06,0.0
113,0.11400000751018524,0.022838963195681572,-2.0153902369202115e-06,0.0
114,0.11500000208616257,0.0230141282081604,-2.573735173427849e-06,0.0
115,0.11600000411272049,0.023239338770508766,-1.1778766975112376e-06,0.0
116,0.11700000613927841,0.023431183770298958,-1.4570491657650564e-06,0.0
117,0.11800000816583633,0.023656392470002174,-6.119083195699204e-08,0.0
118,0.11900000274181366,0.023848241195082664,-2.0153902369202115e-06,0.0
119,0.12000000476837158,0.0240317452698946,-1.7362177686663927e-06,0.0
120,0.1210000067949295,0.02424861304461956,-1.7362177686663927e-06,0.0
121,0.12200000882148743,0.024448798969388008,-2.8529036626423476e-06,0.0
122,0.12300000339746475,0.024623962119221687,-1.7362177686663927e-06,0.0
123,0.12400000542402267,0.02481580711901188,-2.0153902369202115e-06,0.0
124,0.125,0.025032678619027138,-2.2945625914871925e-06,0.0
125,0.12600000202655792,0.025207841768860817,-1.4570491657650564e-06,0.0
126,0.12700000405311584,0.025433052331209183,-1.4570491657650564e-06,0.0
127,0.12800000607967377,0.025649918243288994,-2.0153902369202115e-06,0.0
128,0.1290000081062317,0.025825083255767822,-2.0153902369202115e-06,0.0
129,0.1300000101327896,0.02604195475578308,-1.4570491657650564e-06,0.0
130,0.13100001215934753,0.02621711604297161,-2.0153902369202115e-06,0.0
131,0.13199999928474426,0.026442326605319977,-3.403632717891014e-07,0.0
132,0.13300000131130219,0.0266091488301754,-1.1778766975112376e-06,0.0
133,0.1340000033378601,0.026809334754943848,-2.573735173427849e-06,0.0
134,0.13500000536441803,0.0270178634673357,-2.573735173427849e-06,0.0
135,0.13600000739097595,0.02719302661716938,-3.132076244583004e-06,0.0
